PRISM Time Series Data
Locations: 42
"Climate variables: ppt,tmin,tmax"
Spatial resolution: 800m
Monthly 1991-2020 Normals
Dataset: Norm91m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Oct-28
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmax (degrees C)
11587,-111.9446,33.4624,389,January,26.15,6.0,19.6
11587,-111.9446,33.4624,389,February,27.90,7.4,21.3
11587,-111.9446,33.4624,389,March,24.99,10.3,25.0
11587,-111.9446,33.4624,389,April,6.95,13.7,29.1
11587,-111.9446,33.4624,389,May,4.17,18.4,34.0
11587,-111.9446,33.4624,389,June,1.15,23.2,39.3
11587,-111.9446,33.4624,389,July,22.87,26.9,40.6
11587,-111.9446,33.4624,389,August,28.75,26.9,39.9
11587,-111.9446,33.4624,389,September,17.67,23.3,37.5
11587,-111.9446,33.4624,389,October,14.72,16.6,31.6
11587,-111.9446,33.4624,389,November,14.90,10.0,24.6
11587,-111.9446,33.4624,389,December,23.95,5.6,18.9
11587,-111.9446,33.4624,389,Annual,214.17,15.7,30.1

18529,-112.1474,33.6301,394,January,26.50,6.0,19.3
18529,-112.1474,33.6301,394,February,26.94,7.5,21.0
18529,-112.1474,33.6301,394,March,26.75,10.3,24.7
18529,-112.1474,33.6301,394,April,7.37,13.5,28.7
18529,-112.1474,33.6301,394,May,3.32,18.2,33.6
18529,-112.1474,33.6301,394,June,1.10,23.1,38.9
18529,-112.1474,33.6301,394,July,19.64,27.1,40.5
18529,-112.1474,33.6301,394,August,27.09,26.9,39.7
18529,-112.1474,33.6301,394,September,16.60,23.4,37.1
18529,-112.1474,33.6301,394,October,17.62,16.6,31.1
18529,-112.1474,33.6301,394,November,15.94,10.1,24.2
18529,-112.1474,33.6301,394,December,25.53,5.6,18.6
18529,-112.1474,33.6301,394,Annual,214.41,15.7,29.8

22311,-110.9817,32.3393,764,January,26.02,3.4,19.2
22311,-110.9817,32.3393,764,February,25.83,4.8,20.7
22311,-110.9817,32.3393,764,March,18.32,7.5,24.3
22311,-110.9817,32.3393,764,April,6.76,10.4,28.2
22311,-110.9817,32.3393,764,May,4.19,14.9,33.0
22311,-110.9817,32.3393,764,June,6.89,20.2,38.3
22311,-110.9817,32.3393,764,July,55.25,23.6,38.1
22311,-110.9817,32.3393,764,August,63.02,23.1,37.1
22311,-110.9817,32.3393,764,September,31.38,20.2,35.4
22311,-110.9817,32.3393,764,October,17.98,13.6,30.6
22311,-110.9817,32.3393,764,November,16.84,7.4,24.3
22311,-110.9817,32.3393,764,December,29.03,3.2,18.8
22311,-110.9817,32.3393,764,Annual,301.51,12.7,29.0

22334,-112.8777,33.5711,397,January,24.98,3.7,19.4
22334,-112.8777,33.5711,397,February,26.57,5.2,21.2
22334,-112.8777,33.5711,397,March,21.94,8.0,25.0
22334,-112.8777,33.5711,397,April,5.11,11.0,29.3
22334,-112.8777,33.5711,397,May,2.40,15.7,34.1
22334,-112.8777,33.5711,397,June,1.70,20.5,39.4
22334,-112.8777,33.5711,397,July,19.32,25.3,41.2
22334,-112.8777,33.5711,397,August,23.27,25.2,40.4
22334,-112.8777,33.5711,397,September,16.30,21.1,37.5
22334,-112.8777,33.5711,397,October,13.36,13.7,31.5
22334,-112.8777,33.5711,397,November,11.76,7.2,24.5
22334,-112.8777,33.5711,397,December,20.17,3.1,18.7
22334,-112.8777,33.5711,397,Annual,186.88,13.3,30.2

22728,-110.9142,32.2373,757,January,26.25,3.4,19.2
22728,-110.9142,32.2373,757,February,24.64,4.8,20.7
22728,-110.9142,32.2373,757,March,17.31,7.5,24.3
22728,-110.9142,32.2373,757,April,7.10,10.3,28.3
22728,-110.9142,32.2373,757,May,3.95,14.8,33.0
22728,-110.9142,32.2373,757,June,6.97,20.2,38.3
22728,-110.9142,32.2373,757,July,50.35,23.7,38.1
22728,-110.9142,32.2373,757,August,58.86,23.1,37.2
22728,-110.9142,32.2373,757,September,33.35,20.2,35.3
22728,-110.9142,32.2373,757,October,16.80,13.6,30.5
22728,-110.9142,32.2373,757,November,15.65,7.4,24.3
22728,-110.9142,32.2373,757,December,27.78,3.2,18.8
22728,-110.9142,32.2373,757,Annual,289.01,12.7,29.0

24702,-111.8422,33.7615,842,January,46.79,6.5,17.2
24702,-111.8422,33.7615,842,February,42.52,7.5,18.4
24702,-111.8422,33.7615,842,March,47.33,9.7,21.8
24702,-111.8422,33.7615,842,April,13.62,12.6,25.7
24702,-111.8422,33.7615,842,May,6.38,16.8,30.7
24702,-111.8422,33.7615,842,June,1.57,22.1,36.2
24702,-111.8422,33.7615,842,July,28.60,24.8,37.7
24702,-111.8422,33.7615,842,August,37.28,24.4,37.0
24702,-111.8422,33.7615,842,September,23.75,22.2,34.4
24702,-111.8422,33.7615,842,October,29.60,16.6,28.6
24702,-111.8422,33.7615,842,November,20.22,11.0,22.3
24702,-111.8422,33.7615,842,December,45.87,6.4,16.9
24702,-111.8422,33.7615,842,Annual,343.54,15.0,27.2

24703,-111.8585,33.6493,529,January,35.08,5.9,18.7
24703,-111.8585,33.6493,529,February,35.35,7.2,20.2
24703,-111.8585,33.6493,529,March,33.05,9.7,23.8
24703,-111.8585,33.6493,529,April,10.19,12.8,27.7
24703,-111.8585,33.6493,529,May,5.57,17.4,32.7
24703,-111.8585,33.6493,529,June,1.68,22.4,38.1
24703,-111.8585,33.6493,529,July,21.14,26.1,39.6
24703,-111.8585,33.6493,529,August,30.07,25.9,38.9
24703,-111.8585,33.6493,529,September,21.09,22.7,36.3
24703,-111.8585,33.6493,529,October,21.26,16.3,30.4
24703,-111.8585,33.6493,529,November,18.14,10.0,23.6
24703,-111.8585,33.6493,529,December,32.96,5.6,18.0
24703,-111.8585,33.6493,529,Annual,265.58,15.2,29.0

24705,-111.8119,33.6004,539,January,35.93,5.9,18.8
24705,-111.8119,33.6004,539,February,36.05,7.1,20.3
24705,-111.8119,33.6004,539,March,33.69,9.5,24.1
24705,-111.8119,33.6004,539,April,9.50,12.6,27.9
24705,-111.8119,33.6004,539,May,5.31,17.2,32.9
24705,-111.8119,33.6004,539,June,1.98,22.1,38.3
24705,-111.8119,33.6004,539,July,21.12,25.9,39.7
24705,-111.8119,33.6004,539,August,34.09,25.7,39.0
24705,-111.8119,33.6004,539,September,21.95,22.5,36.5
24705,-111.8119,33.6004,539,October,19.26,16.3,30.6
24705,-111.8119,33.6004,539,November,16.96,10.1,23.9
24705,-111.8119,33.6004,539,December,33.48,5.6,18.2
24705,-111.8119,33.6004,539,Annual,269.35,15.0,29.2

26792,-110.7675,32.2895,834,January,32.39,3.3,19.1
26792,-110.7675,32.2895,834,February,30.02,4.6,20.6
26792,-110.7675,32.2895,834,March,21.23,7.2,24.0
26792,-110.7675,32.2895,834,April,7.20,9.9,28.2
26792,-110.7675,32.2895,834,May,4.95,14.5,33.1
26792,-110.7675,32.2895,834,June,8.32,19.9,38.4
26792,-110.7675,32.2895,834,July,50.68,23.2,38.2
26792,-110.7675,32.2895,834,August,65.44,22.7,37.3
26792,-110.7675,32.2895,834,September,33.09,19.8,35.4
26792,-110.7675,32.2895,834,October,20.49,13.3,30.5
26792,-110.7675,32.2895,834,November,16.78,7.2,24.2
26792,-110.7675,32.2895,834,December,32.42,3.0,18.7
26792,-110.7675,32.2895,834,Annual,323.01,12.4,29.0

30382,-111.1174,32.4615,757,January,26.51,3.9,19.2
30382,-111.1174,32.4615,757,February,27.17,5.2,20.7
30382,-111.1174,32.4615,757,March,18.94,7.8,24.3
30382,-111.1174,32.4615,757,April,7.31,10.7,28.2
30382,-111.1174,32.4615,757,May,4.42,15.1,33.1
30382,-111.1174,32.4615,757,June,6.31,20.6,38.4
30382,-111.1174,32.4615,757,July,49.65,23.8,38.4
30382,-111.1174,32.4615,757,August,58.55,23.3,37.2
30382,-111.1174,32.4615,757,September,28.18,20.6,35.4
30382,-111.1174,32.4615,757,October,18.84,14.1,30.6
30382,-111.1174,32.4615,757,November,17.20,8.0,24.3
30382,-111.1174,32.4615,757,December,29.58,3.7,18.7
30382,-111.1174,32.4615,757,Annual,292.65,13.1,29.0

30426,-111.1457,32.2256,817,January,23.95,4.1,19.0
30426,-111.1457,32.2256,817,February,23.97,5.3,20.5
30426,-111.1457,32.2256,817,March,17.85,7.8,24.0
30426,-111.1457,32.2256,817,April,6.66,10.8,28.0
30426,-111.1457,32.2256,817,May,3.97,15.2,33.0
30426,-111.1457,32.2256,817,June,6.31,20.6,38.3
30426,-111.1457,32.2256,817,July,45.19,23.6,38.1
30426,-111.1457,32.2256,817,August,63.71,23.0,37.0
30426,-111.1457,32.2256,817,September,29.89,20.5,35.2
30426,-111.1457,32.2256,817,October,19.91,14.2,30.4
30426,-111.1457,32.2256,817,November,16.84,8.2,24.1
30426,-111.1457,32.2256,817,December,25.37,3.9,18.6
30426,-111.1457,32.2256,817,Annual,283.64,13.1,28.9

30430,-111.1231,32.2224,835,January,25.28,4.1,19.0
30430,-111.1231,32.2224,835,February,25.15,5.3,20.4
30430,-111.1231,32.2224,835,March,18.01,7.8,23.9
30430,-111.1231,32.2224,835,April,7.03,10.8,28.0
30430,-111.1231,32.2224,835,May,4.15,15.2,32.9
30430,-111.1231,32.2224,835,June,6.44,20.5,38.2
30430,-111.1231,32.2224,835,July,48.06,23.6,38.0
30430,-111.1231,32.2224,835,August,66.73,22.9,37.0
30430,-111.1231,32.2224,835,September,30.87,20.5,35.1
30430,-111.1231,32.2224,835,October,20.68,14.2,30.3
30430,-111.1231,32.2224,835,November,17.57,8.2,24.1
30430,-111.1231,32.2224,835,December,26.92,4.0,18.6
30430,-111.1231,32.2224,835,Annual,296.89,13.1,28.8

30533,-111.0151,31.8137,915,January,19.55,2.1,18.9
30533,-111.0151,31.8137,915,February,21.87,3.5,20.2
30533,-111.0151,31.8137,915,March,17.40,6.1,23.7
30533,-111.0151,31.8137,915,April,7.55,8.8,27.5
30533,-111.0151,31.8137,915,May,3.66,13.1,32.3
30533,-111.0151,31.8137,915,June,10.65,18.5,37.3
30533,-111.0151,31.8137,915,July,80.36,22.0,36.8
30533,-111.0151,31.8137,915,August,71.40,21.3,35.8
30533,-111.0151,31.8137,915,September,47.17,18.3,34.1
30533,-111.0151,31.8137,915,October,20.89,11.7,29.8
30533,-111.0151,31.8137,915,November,15.30,5.9,23.8
30533,-111.0151,31.8137,915,December,26.20,1.9,18.6
30533,-111.0151,31.8137,915,Annual,342.00,11.1,28.2

30610,-112.0439,33.6736,494,January,29.30,6.0,18.8
30610,-112.0439,33.6736,494,February,33.52,7.2,20.3
30610,-112.0439,33.6736,494,March,28.05,9.8,23.9
30610,-112.0439,33.6736,494,April,8.19,13.0,27.8
30610,-112.0439,33.6736,494,May,4.64,17.6,32.7
30610,-112.0439,33.6736,494,June,1.35,22.5,38.1
30610,-112.0439,33.6736,494,July,19.55,26.4,39.7
30610,-112.0439,33.6736,494,August,28.63,26.2,39.0
30610,-112.0439,33.6736,494,September,19.13,22.9,36.3
30610,-112.0439,33.6736,494,October,18.16,16.5,30.4
30610,-112.0439,33.6736,494,November,17.64,10.1,23.7
30610,-112.0439,33.6736,494,December,27.10,5.6,18.1
30610,-112.0439,33.6736,494,Annual,235.26,15.3,29.1

30812,-110.7160,31.9837,1056,January,26.89,2.0,18.0
30812,-110.7160,31.9837,1056,February,28.27,3.1,19.3
30812,-110.7160,31.9837,1056,March,20.92,5.5,22.7
30812,-110.7160,31.9837,1056,April,7.99,8.3,26.5
30812,-110.7160,31.9837,1056,May,5.38,12.6,31.3
30812,-110.7160,31.9837,1056,June,8.79,18.1,36.5
30812,-110.7160,31.9837,1056,July,63.55,21.1,35.9
30812,-110.7160,31.9837,1056,August,73.62,20.5,34.9
30812,-110.7160,31.9837,1056,September,36.06,17.7,33.2
30812,-110.7160,31.9837,1056,October,18.57,11.3,28.8
30812,-110.7160,31.9837,1056,November,15.80,5.8,22.9
30812,-110.7160,31.9837,1056,December,31.44,1.6,17.6
30812,-110.7160,31.9837,1056,Annual,337.30,10.6,27.3

31663,-111.5329,31.7600,1195,January,26.90,0.5,17.9
31663,-111.5329,31.7600,1195,February,39.29,1.5,18.8
31663,-111.5329,31.7600,1195,March,32.70,3.8,22.0
31663,-111.5329,31.7600,1195,April,13.17,6.2,25.7
31663,-111.5329,31.7600,1195,May,4.13,9.9,30.4
31663,-111.5329,31.7600,1195,June,9.17,15.5,35.6
31663,-111.5329,31.7600,1195,July,96.14,19.4,35.1
31663,-111.5329,31.7600,1195,August,103.56,18.7,34.2
31663,-111.5329,31.7600,1195,September,48.01,15.9,32.8
31663,-111.5329,31.7600,1195,October,24.57,9.6,28.7
31663,-111.5329,31.7600,1195,November,21.63,3.9,22.6
31663,-111.5329,31.7600,1195,December,46.47,0.1,17.5
31663,-111.5329,31.7600,1195,Annual,465.75,8.8,26.8

33351,-111.2138,32.3440,660,January,23.45,3.8,19.4
33351,-111.2138,32.3440,660,February,24.76,5.2,21.0
33351,-111.2138,32.3440,660,March,17.75,7.7,24.9
33351,-111.2138,32.3440,660,April,6.92,10.7,28.9
33351,-111.2138,32.3440,660,May,4.42,15.3,33.8
33351,-111.2138,32.3440,660,June,4.54,20.6,39.1
33351,-111.2138,32.3440,660,July,42.33,24.3,39.2
33351,-111.2138,32.3440,660,August,54.97,23.7,38.0
33351,-111.2138,32.3440,660,September,27.31,20.9,36.0
33351,-111.2138,32.3440,660,October,19.67,13.9,31.2
33351,-111.2138,32.3440,660,November,15.70,7.7,24.5
33351,-111.2138,32.3440,660,December,27.78,3.4,18.9
33351,-111.2138,32.3440,660,Annual,269.61,13.1,29.6

33609,-111.0040,32.2197,779,January,24.86,3.6,19.2
33609,-111.0040,32.2197,779,February,23.92,5.0,20.7
33609,-111.0040,32.2197,779,March,15.61,7.6,24.2
33609,-111.0040,32.2197,779,April,7.45,10.4,28.2
33609,-111.0040,32.2197,779,May,4.22,14.9,33.0
33609,-111.0040,32.2197,779,June,6.65,20.4,38.3
33609,-111.0040,32.2197,779,July,48.98,23.7,38.0
33609,-111.0040,32.2197,779,August,51.65,23.1,37.1
33609,-111.0040,32.2197,779,September,30.00,20.4,35.3
33609,-111.0040,32.2197,779,October,17.95,13.7,30.5
33609,-111.0040,32.2197,779,November,15.39,7.6,24.2
33609,-111.0040,32.2197,779,December,26.66,3.4,18.7
33609,-111.0040,32.2197,779,Annual,273.32,12.8,28.9

33723,-112.0761,33.3508,430,January,22.86,6.2,19.3
33723,-112.0761,33.3508,430,February,25.11,7.6,21.0
33723,-112.0761,33.3508,430,March,23.71,10.3,24.8
33723,-112.0761,33.3508,430,April,6.00,14.0,28.9
33723,-112.0761,33.3508,430,May,4.14,18.4,33.9
33723,-112.0761,33.3508,430,June,1.13,23.3,39.2
33723,-112.0761,33.3508,430,July,20.22,27.1,40.4
33723,-112.0761,33.3508,430,August,27.86,27.1,39.7
33723,-112.0761,33.3508,430,September,17.93,23.7,37.2
33723,-112.0761,33.3508,430,October,15.89,17.1,31.3
33723,-112.0761,33.3508,430,November,15.10,10.3,24.4
33723,-112.0761,33.3508,430,December,22.19,5.8,18.7
33723,-112.0761,33.3508,430,Annual,202.15,15.9,29.9

33768,-110.9425,32.2967,761,January,26.61,3.3,19.2
33768,-110.9425,32.2967,761,February,25.19,4.8,20.7
33768,-110.9425,32.2967,761,March,17.81,7.5,24.3
33768,-110.9425,32.2967,761,April,7.33,10.3,28.3
33768,-110.9425,32.2967,761,May,3.92,14.8,33.1
33768,-110.9425,32.2967,761,June,7.08,20.2,38.3
33768,-110.9425,32.2967,761,July,51.60,23.6,38.1
33768,-110.9425,32.2967,761,August,61.11,23.1,37.2
33768,-110.9425,32.2967,761,September,32.33,20.2,35.4
33768,-110.9425,32.2967,761,October,16.95,13.5,30.6
33768,-110.9425,32.2967,761,November,16.49,7.3,24.3
33768,-110.9425,32.2967,761,December,28.40,3.1,18.8
33768,-110.9425,32.2967,761,Annual,294.82,12.6,29.0

34234,-110.9817,32.3393,764,January,26.02,3.4,19.2
34234,-110.9817,32.3393,764,February,25.83,4.8,20.7
34234,-110.9817,32.3393,764,March,18.32,7.5,24.3
34234,-110.9817,32.3393,764,April,6.76,10.4,28.2
34234,-110.9817,32.3393,764,May,4.19,14.9,33.0
34234,-110.9817,32.3393,764,June,6.89,20.2,38.3
34234,-110.9817,32.3393,764,July,55.25,23.6,38.1
34234,-110.9817,32.3393,764,August,63.02,23.1,37.1
34234,-110.9817,32.3393,764,September,31.38,20.2,35.4
34234,-110.9817,32.3393,764,October,17.98,13.6,30.6
34234,-110.9817,32.3393,764,November,16.84,7.4,24.3
34234,-110.9817,32.3393,764,December,29.03,3.2,18.8
34234,-110.9817,32.3393,764,Annual,301.51,12.7,29.0

34244,-110.9656,32.4285,849,January,30.33,3.3,18.8
34244,-110.9656,32.4285,849,February,28.71,4.6,20.3
34244,-110.9656,32.4285,849,March,19.97,7.3,23.8
34244,-110.9656,32.4285,849,April,7.37,10.4,27.7
34244,-110.9656,32.4285,849,May,4.83,14.5,32.6
34244,-110.9656,32.4285,849,June,6.65,20.1,37.9
34244,-110.9656,32.4285,849,July,51.55,23.1,37.7
34244,-110.9656,32.4285,849,August,63.42,22.6,36.7
34244,-110.9656,32.4285,849,September,30.12,19.8,34.9
34244,-110.9656,32.4285,849,October,21.68,13.5,30.1
34244,-110.9656,32.4285,849,November,18.34,7.5,23.9
34244,-110.9656,32.4285,849,December,30.82,3.1,18.5
34244,-110.9656,32.4285,849,Annual,313.78,12.5,28.6

38326,-111.2331,32.3028,677,January,24.06,3.8,19.3
38326,-111.2331,32.3028,677,February,24.39,5.1,21.0
38326,-111.2331,32.3028,677,March,17.83,7.6,24.8
38326,-111.2331,32.3028,677,April,7.01,10.7,28.8
38326,-111.2331,32.3028,677,May,4.21,15.2,33.7
38326,-111.2331,32.3028,677,June,4.94,20.5,39.1
38326,-111.2331,32.3028,677,July,44.55,24.2,39.1
38326,-111.2331,32.3028,677,August,55.24,23.6,37.9
38326,-111.2331,32.3028,677,September,27.04,20.8,35.9
38326,-111.2331,32.3028,677,October,19.03,13.8,31.1
38326,-111.2331,32.3028,677,November,15.50,7.7,24.5
38326,-111.2331,32.3028,677,December,27.27,3.5,18.8
38326,-111.2331,32.3028,677,Annual,271.08,13.0,29.5

38340,-111.2374,32.2845,682,January,24.34,3.8,19.3
38340,-111.2374,32.2845,682,February,24.16,5.1,21.0
38340,-111.2374,32.2845,682,March,17.82,7.7,24.8
38340,-111.2374,32.2845,682,April,7.08,10.7,28.8
38340,-111.2374,32.2845,682,May,4.13,15.2,33.7
38340,-111.2374,32.2845,682,June,5.10,20.5,39.0
38340,-111.2374,32.2845,682,July,45.47,24.2,39.0
38340,-111.2374,32.2845,682,August,55.69,23.6,37.8
38340,-111.2374,32.2845,682,September,27.11,20.8,35.9
38340,-111.2374,32.2845,682,October,18.71,13.9,31.1
38340,-111.2374,32.2845,682,November,15.23,7.7,24.5
38340,-111.2374,32.2845,682,December,27.01,3.5,18.8
38340,-111.2374,32.2845,682,Annual,271.85,13.1,29.5

38374,-110.6265,32.6117,1009,January,25.77,2.8,16.7
38374,-110.6265,32.6117,1009,February,24.87,4.4,18.4
38374,-110.6265,32.6117,1009,March,17.14,6.7,21.9
38374,-110.6265,32.6117,1009,April,8.15,10.0,25.9
38374,-110.6265,32.6117,1009,May,7.44,14.8,31.2
38374,-110.6265,32.6117,1009,June,7.86,20.2,36.6
38374,-110.6265,32.6117,1009,July,61.14,22.1,36.3
38374,-110.6265,32.6117,1009,August,69.52,21.4,35.2
38374,-110.6265,32.6117,1009,September,33.81,19.0,33.1
38374,-110.6265,32.6117,1009,October,15.08,13.2,28.1
38374,-110.6265,32.6117,1009,November,14.61,7.0,21.8
38374,-110.6265,32.6117,1009,December,26.54,2.8,16.2
38374,-110.6265,32.6117,1009,Annual,311.95,12.0,26.8

38493,-111.0022,32.3972,803,January,29.21,3.4,19.1
38493,-111.0022,32.3972,803,February,27.63,4.8,20.6
38493,-111.0022,32.3972,803,March,19.42,7.6,24.1
38493,-111.0022,32.3972,803,April,7.37,10.5,28.1
38493,-111.0022,32.3972,803,May,4.77,14.7,32.9
38493,-111.0022,32.3972,803,June,6.82,20.4,38.2
38493,-111.0022,32.3972,803,July,53.30,23.4,38.0
38493,-111.0022,32.3972,803,August,60.98,22.9,37.0
38493,-111.0022,32.3972,803,September,29.34,20.1,35.3
38493,-111.0022,32.3972,803,October,20.09,13.8,30.4
38493,-111.0022,32.3972,803,November,17.95,7.6,24.2
38493,-111.0022,32.3972,803,December,30.65,3.2,18.7
38493,-111.0022,32.3972,803,Annual,307.53,12.7,28.9

38571,-110.7938,32.2909,806,January,30.95,3.2,19.2
38571,-110.7938,32.2909,806,February,27.17,4.6,20.6
38571,-110.7938,32.2909,806,March,21.15,7.3,24.1
38571,-110.7938,32.2909,806,April,7.36,10.0,28.3
38571,-110.7938,32.2909,806,May,4.63,14.5,33.1
38571,-110.7938,32.2909,806,June,7.37,19.9,38.5
38571,-110.7938,32.2909,806,July,51.09,23.3,38.3
38571,-110.7938,32.2909,806,August,69.61,22.8,37.3
38571,-110.7938,32.2909,806,September,31.12,19.9,35.5
38571,-110.7938,32.2909,806,October,19.01,13.3,30.6
38571,-110.7938,32.2909,806,November,16.97,7.2,24.2
38571,-110.7938,32.2909,806,December,32.26,3.0,18.8
38571,-110.7938,32.2909,806,Annual,318.68,12.4,29.0

40165,-110.9684,32.3742,804,January,29.87,3.4,19.1
40165,-110.9684,32.3742,804,February,28.70,4.8,20.6
40165,-110.9684,32.3742,804,March,20.12,7.4,24.0
40165,-110.9684,32.3742,804,April,7.38,10.4,28.0
40165,-110.9684,32.3742,804,May,4.97,14.7,32.8
40165,-110.9684,32.3742,804,June,6.62,20.2,38.1
40165,-110.9684,32.3742,804,July,51.65,23.4,37.9
40165,-110.9684,32.3742,804,August,64.03,22.8,36.9
40165,-110.9684,32.3742,804,September,30.31,20.1,35.2
40165,-110.9684,32.3742,804,October,20.75,13.6,30.4
40165,-110.9684,32.3742,804,November,18.19,7.5,24.1
40165,-110.9684,32.3742,804,December,31.63,3.2,18.7
40165,-110.9684,32.3742,804,Annual,314.23,12.6,28.8

41244,-110.9426,32.2824,716,January,26.19,3.5,19.3
41244,-110.9426,32.2824,716,February,24.42,5.0,20.8
41244,-110.9426,32.2824,716,March,16.38,7.7,24.5
41244,-110.9426,32.2824,716,April,7.37,10.5,28.4
41244,-110.9426,32.2824,716,May,3.65,15.1,33.1
41244,-110.9426,32.2824,716,June,7.09,20.4,38.4
41244,-110.9426,32.2824,716,July,46.99,24.0,38.3
41244,-110.9426,32.2824,716,August,55.75,23.4,37.3
41244,-110.9426,32.2824,716,September,31.12,20.5,35.5
41244,-110.9426,32.2824,716,October,16.09,13.8,30.7
41244,-110.9426,32.2824,716,November,16.28,7.5,24.4
41244,-110.9426,32.2824,716,December,27.29,3.3,18.8
41244,-110.9426,32.2824,716,Annual,278.61,12.9,29.1

42213,-110.9767,32.3973,780,January,28.51,3.3,19.2
42213,-110.9767,32.3973,780,February,28.04,4.7,20.7
42213,-110.9767,32.3973,780,March,19.51,7.4,24.2
42213,-110.9767,32.3973,780,April,7.27,10.3,28.2
42213,-110.9767,32.3973,780,May,4.65,14.6,33.0
42213,-110.9767,32.3973,780,June,6.35,20.1,38.3
42213,-110.9767,32.3973,780,July,51.98,23.4,38.1
42213,-110.9767,32.3973,780,August,59.73,23.0,37.1
42213,-110.9767,32.3973,780,September,30.57,20.1,35.4
42213,-110.9767,32.3973,780,October,19.67,13.5,30.6
42213,-110.9767,32.3973,780,November,17.75,7.4,24.2
42213,-110.9767,32.3973,780,December,30.15,3.1,18.7
42213,-110.9767,32.3973,780,Annual,304.18,12.6,29.0

43790,-110.9985,32.3172,721,January,24.99,3.4,19.3
43790,-110.9985,32.3172,721,February,24.70,4.9,20.9
43790,-110.9985,32.3172,721,March,17.09,7.6,24.5
43790,-110.9985,32.3172,721,April,7.02,10.4,28.4
43790,-110.9985,32.3172,721,May,3.90,14.9,33.2
